academic_year,tap_college_code,federal_school_code,level,tap_level_of_study,tap_college_name,sector_type,tap_sector_group,tap_recipient_headcount,tap_recipient_ftes,tap_recipient_dollars
2005,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,88,55.75,23834.5
2012,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,67,50.5,206874.5
2012,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,6761,5549.25,20935364.66
2012,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,115,76.5,334874.25
2012,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1775,1131.5,4481339.66
2017,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,2135,1555.58,5972144.34
2009,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4423,3092.71,10834229.29
2009,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2574,1876.25,6958599.06
2009,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,40,25.25,99749.25
2017,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,296,217.0,749271.12
2017,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,85,54.25,241622.0
2012,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3816,3021.0,11513923.48
2009,1409,7273,U,2 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,1,0.5,2250.0
2009,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5504,4375.29,14481324.65
2009,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,106,77.0,317558.75
2009,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5864,4860.63,16324812.55
2009,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4340,3446.5,11794377.64
2009,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,129,92.5,355872.0
2009,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5975,5084.92,16008335.98
2009,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,58,43.0,175170.75
2009,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1519,1125.83,3876532.02
2009,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,5874,4836.04,15801387.4
2009,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,113,81.5,316822.0
2009,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5543,4718.54,15647085.26
2009,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1681,1190.83,4224838.45
2003,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,42,26.21,90240.5
2003,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1487,1033.63,3396358.83
2005,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,82,71.0,32658.75
2005,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,85,64.0,23543.0
2005,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,28,21.25,8590.25
2005,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,171,132.25,47924.0
2005,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,46,31.0,12889.0
2005,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,76,49.75,17797.25
2003,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3570,2446.33,7774318.1
2003,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2313,1733.25,5734444.72
2003,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,98,64.63,228617.57
2003,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5593,4956.67,14528984.92
2003,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,796,534.92,1799798.64
2003,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,242,188.21,674116.84
2003,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,222,175.71,642222.85
2003,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,3628,2939.75,9124604.29
2003,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,255,201.38,708455.02
2003,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,3566,2828.71,9025179.4
2003,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,263,202.21,729946.14
2003,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5884,4967.92,14062473.56
2003,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,246,183.29,643264.04
2003,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1810,1352.79,4211980.96
2003,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,4400,3591.63,10549514.32
2003,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,271,200.38,691310.22
2003,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,4897,4020.38,11836121.78
2005,5418,4759,G,Grad,CUNY YORK COLLEGE GRAD,PUBLIC,1-CUNY SR,6,3.0,1175.0
2009,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,20,13.5,52486.5
2009,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1881,1255.75,3954672.13
2005,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,5039,4074.46,11792790.1
2005,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,2146,1621.71,4949049.51
2005,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,160,113.04,394384.71
2005,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,6103,5145.83,14578595.61
2005,1413,2689,U,2 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,1,0.5,1512.5
2005,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,214,153.38,538411.78
2005,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4052,3132.63,9861359.26
2005,1412,7022,U,2 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,1,0.5,1797.5
2005,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,165,124.13,407286.21
2003,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,231,171.79,620655.3
2005,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,166,116.38,404500.86
2003,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2632,1862.21,4907900.57
2005,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,4236,3497.33,10822649.19
2005,1411,2688,U,2 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,1,0.5,1950.0
2017,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,34,21.0,96925.0
2005,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,176,114.08,409558.18
2005,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5577,4508.38,13326000.99
2005,1410,2687,U,2 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,1,0.5,1223.5
2009,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,82,60.0,21812.5
2005,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,218,168.5,604847.3
2009,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,61,44.0,16195.0
2005,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,6091,5367.25,15794272.27
2003,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2116,1628.25,4135829.66
2009,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,6261,5169.54,16610357.82
2005,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1574,1076.25,3536686.54
2005,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,45,30.25,101110.75
2009,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,3779,2993.58,9042776.32
2009,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,23,16.5,69072.5
2009,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,40,27.75,104241.5
2009,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,112,71.58,201557.63
2005,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,102,72.13,262025.27
2005,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3011,2375.0,7201300.62
2012,1412,7022,U,2 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,3,1.5,4526.5
2017,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4932,3702.29,14786909.32
2015,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,22,14.75,69196.75
2015,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,224,150.13,555581.98
2005,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1147,778.63,2535925.29
2012,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,3741,2794.0,10725806.43
2012,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3505,2601.17,10249458.55
2012,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5548,4369.46,16245766.46
2003,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,4658,3885.67,10862745.72
2017,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,7049,5594.71,21571127.22
2005,1418,4759,U,2 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,1,0.5,2000.0
2005,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,33,22.58,80075.63
2005,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2254,1715.0,4395631.54
2005,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2595,1862.17,4981713.61
2005,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,152,103.33,369891.95
2005,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5118,4207.29,11583021.85
2015,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,42,27.29,129321.62
2017,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,52,33.75,148361.25
2017,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,127,96.58,433847.49
2009,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,65,47.5,16467.5
2008,1415,10097,U,4 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1686,1230.71,3848462.11
2008,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,29,18.92,64962.63
2008,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5780,4760.29,13258524.43
2008,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1930,1250.5,3424104.5
2008,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,3423,2645.58,6874754.65
2008,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,19,14.25,47789.25
2008,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,53,37.75,130745.5
2008,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,94,57.71,141052.94
2006,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,44,37.0,12987.75
2006,5270,2689,G,Grad,CUNY HUNTER COLLEGE GRAD,PUBLIC,1-CUNY SR,166,129.0,49858.5
2008,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,113,77.5,260164.5
2006,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,64,42.25,16457.0
2006,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,57,42.25,18125.5
2017,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,5747,4430.96,17443686.62
2006,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,74,47.75,17059.5
2013,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,136,102.5,448793.25
2013,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,5796,4606.33,16729089.29
2017,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,8023,6726.46,24865797.66
2015,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,90,56.25,264158.26
2015,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,100,71.88,332896.13
2017,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1,0.33,1201.31
2013,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4325,2991.88,11810472.13
2017,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,38,28.5,125514.0
2013,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,26,18.67,83644.47
2008,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,5336,4398.79,12599092.91
2008,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,94,71.88,250489.25
2000,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,198,124.75,327629.6
2006,5418,4759,G,Grad,CUNY YORK COLLEGE GRAD,PUBLIC,1-CUNY SR,8,4.5,2000.0
2000,1417,2698,U,2 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,2075,1557.71,3081432.57
2000,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,1595,1220.88,2509096.53
2000,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,71,51.5,135305.0
2006,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,30,27.0,12074.0
2006,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,90,70.0,25818.5
2000,1418,4759,U,2 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,11,7.0,18937.0
2017,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1717,1186.5,4524614.98
2000,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,1986,1571.17,3845110.73
2008,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,1581,1161.42,3451335.5
2017,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3712,2912.04,11254677.2
2008,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4114,2802.29,8421078.91
2008,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,2336,1683.46,5400787.4
2017,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3306,2309.04,9230471.13
2008,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,5422,4661.5,13380363.77
2008,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5417,4361.33,12530082.18
2008,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,89,59.25,208041.0
2008,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5438,4507.79,13364845.92
2008,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4337,3423.08,10184195.93
2008,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,147,104.42,361722.0
2008,1413,2689,U,4 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,5839,4961.38,13681060.37
2000,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,83,56.25,149013.0
2013,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5897,4854.0,18358487.1
2013,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4100,3108.54,11958974.67
2013,1413,2689,U,2 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,1,0.5,1458.5
2001,1405,2696,U,2 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,4306,3094.71,8001082.83
2017,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,5974,4764.08,17402626.61
2017,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,6751,5545.96,21459727.23
2017,1418,4759,U,5 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,35,22.75,102924.75
2008,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,52,40.0,15620.5
2008,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,9,5.5,1797.5
2013,1417,2698,U,4 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,5343,3807.71,13940107.24
2013,1418,4759,U,4 yr Undergrad,CUNY YORK COLLEGE,PUBLIC,1-CUNY SR,3509,2695.13,10311489.31
2013,1420,4765,U,4 yr Undergrad,CUNY GRAD SCH UNDERGRAD PROG,PUBLIC,1-CUNY SR,174,118.88,375737.19
2013,1416,2690,U,5 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,118,88.75,399318.13
2001,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,1442,1056.46,2938603.31
2013,1417,2698,U,5 yr Undergrad,CUNY COL STATEN ISLAND,PUBLIC,1-CUNY SR,33,22.75,102939.75
2013,1405,2696,U,4 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,3615,2646.17,10338835.64
2015,1415,10097,U,5 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,42,29.25,127764.25
2017,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,48,31.04,145600.22
2005,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,23,17.25,6822.5
2005,5645,7273,G,Grad,CUNY  BARUCH COLL GRAD,PUBLIC,1-CUNY SR,53,40.25,15047.0
2005,5620,4765,G,Grad,CUNY GRAD SCH AND UNIV CENTER,PUBLIC,1-CUNY SR,156,129.5,52161.5
2017,1414,2693,U,2 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,2,1.0,5115.0
2017,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,139,105.13,475016.63
2017,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,39,22.33,103225.05
2009,5672,2698,G,Grad,CUNY COL STATEN ISLAND GRAD,PUBLIC,1-CUNY SR,14,8.5,3136.5
2013,1414,2693,U,5 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,129,89.5,399322.75
2001,1405,2696,U,5 yr Undergrad,CUNY NYC COLLEGE OF TECHNOLOGY,PUBLIC,1-CUNY SR,103,72.46,208022.62
2001,1409,7273,U,2 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,44,21.75,56028.5
2001,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,4723,4067.92,9465689.76
2013,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,5573,4331.88,16195282.72
2013,1414,2693,U,4 yr Undergrad,CUNY JOHN JAY COLLEGE,PUBLIC,1-CUNY SR,7083,5838.71,21731968.27
2013,1415,10097,U,2 yr Undergrad,CUNY MEDGER EVERS COLLEGE,PUBLIC,1-CUNY SR,1810,1214.25,4741915.51
2013,1413,2689,U,5 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,61,44.0,196717.5
2001,1413,2689,U,2 yr Undergrad,CUNY HUNTER COLLEGE,PUBLIC,1-CUNY SR,25,12.5,32964.5
2017,1416,2690,U,4 yr Undergrad,CUNY QUEENS COLLEGE,PUBLIC,1-CUNY SR,7259,5776.58,21260285.97
2017,1409,7273,U,4 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,6430,5137.17,19810794.49
2001,1412,7022,U,5 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,235,162.0,469685.15
2001,1412,7022,U,4 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,2860,2215.0,5724645.15
2001,1412,7022,U,2 yr Undergrad,CUNY HERBERT H LEHMAN COLLEGE,PUBLIC,1-CUNY SR,4,2.0,4595.5
2001,1411,2688,U,5 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,238,179.13,521743.0
2001,1411,2688,U,4 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,2940,2337.58,5818250.5
2008,5205,2687,G,Grad,CUNY BROOKLYN COLLEGE GRAD,PUBLIC,1-CUNY SR,93,68.0,25894.5
2008,5215,2688,G,Grad,CUNY CITY COLLEGE GRAD,PUBLIC,1-CUNY SR,51,37.5,17483.0
2008,5216,2693,G,Grad,CUNY JOHN JAY COLLEGE GRAD,PUBLIC,1-CUNY SR,59,41.5,13756.0
2008,5271,7022,G,Grad,CUNY HERBERT H LEHMAN GRAD,PUBLIC,1-CUNY SR,74,59.0,17124.5
2008,5395,2690,G,Grad,CUNY QUEENS COLLEGE GRAD,PUBLIC,1-CUNY SR,96,69.5,26223.5
2008,5396,2690,G,Grad,CUNY QUEENS COLLEGE LAW SCHOOL,PUBLIC,1-CUNY SR,29,24.75,8860.0
2001,1411,2688,U,2 yr Undergrad,CUNY CITY COLLEGE,PUBLIC,1-CUNY SR,5,3.0,7819.0
2001,1410,2687,U,5 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,194,140.67,400055.77
2001,1410,2687,U,4 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,3892,3172.67,7635667.04
2001,1410,2687,U,2 yr Undergrad,CUNY BROOKLYN COLLEGE,PUBLIC,1-CUNY SR,17,10.0,26412.0
2001,1409,7273,U,5 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,176,127.25,358846.5
2005,1409,7273,U,2 yr Undergrad,CUNY BARUCH COLLEGE,PUBLIC,1-CUNY SR,1,0.5,1512.5
