academic_year,tap_college_code,federal_school_code,level,tap_level_of_study,tap_college_name,sector_type,tap_sector_group,tap_recipient_headcount,tap_recipient_ftes,tap_recipient_dollars
2002,7838,30310,U,2 yr Undergrad,AMERICAN CENTER CAREER TRAINING,PRIVATE,7-BUS. NON-DEG,334,270.0,1200039.0
2001,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,123,128.25,592720.75
2001,7880,22652,U,2 yr Undergrad,GLOBAL BUSINESS INSTITUTE,PRIVATE,7-BUS. NON-DEG,435,271.25,1161387.0
2001,7886,32083,U,2 yr Undergrad,BROOKLYN INST OF BUSINESS TECH,PRIVATE,7-BUS. NON-DEG,319,282.5,1312398.08
2001,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,209,166.33,734317.92
2002,7258,11915,U,2 yr Undergrad,DRAKE BUSINESS SCHOOL STATEN IS.,PRIVATE,7-BUS. NON-DEG,110,99.33,402775.25
2001,7907,21821,U,2 yr Undergrad,COPE INSTITUTE,PRIVATE,7-BUS. NON-DEG,58,30.67,133717.83
2002,7256,11916,U,2 yr Undergrad,DRAKE BUSINESS SCHOOL FLUSHING,PRIVATE,7-BUS. NON-DEG,342,299.33,1311282.13
2002,7252,11918,U,2 yr Undergrad,DRAKE BUSINESS SCHOOL BRONX,PRIVATE,7-BUS. NON-DEG,564,454.83,2009646.39
2015,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,66,43.83,27452.55
2005,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,30,17.0,10707.03
2001,7909,7909,U,2 yr Undergrad,ALLEN SCHOOL,PRIVATE,7-BUS. NON-DEG,142,112.5,520385.0
2001,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,23,19.33,12237.38
2001,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,62,53.5,231277.5
2002,7880,22652,U,2 yr Undergrad,GLOBAL BUSINESS INSTITUTE,PRIVATE,7-BUS. NON-DEG,380,254.0,1080961.56
2001,7948,24914,U,2 yr Undergrad,SPANISH-AMERICAN INSTITUTE,PRIVATE,7-BUS. NON-DEG,42,33.5,132601.0
2001,7959,23256,U,2 yr Undergrad,NEW YORK INST OF ENGLISH&BUSINESS,PRIVATE,7-BUS. NON-DEG,485,381.5,1777967.7
2001,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,281,276.25,1306287.75
2015,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,276,236.75,838778.73
2015,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,458,393.17,1468999.25
2015,7901,41256,U,2 yr Undergrad,CAREER SCHOOL OF NY INC,PRIVATE,7-BUS. NON-DEG,23,29.5,109968.0
2001,7974,23065,U,2 yr Undergrad,PROFESSIONAL BUSINESS COLLEGE,PRIVATE,7-BUS. NON-DEG,939,735.75,3322919.5
2013,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,562,491.83,1812706.1
2001,7979,7979,U,2 yr Undergrad,NEW YORK SCHOOL OF COURT REPORTNG,PRIVATE,7-BUS. NON-DEG,7,5.5,2273.5
2001,7258,11915,U,2 yr Undergrad,DRAKE BUSINESS SCHOOL STATEN IS.,PRIVATE,7-BUS. NON-DEG,75,70.5,297278.5
2001,7913,11917,U,2 yr Undergrad,DRAKE SCHOOL OF MANHATTAN,PRIVATE,7-BUS. NON-DEG,383,318.58,1327542.01
2005,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,616,571.5,2642108.38
2001,7838,30310,U,2 yr Undergrad,AMERICAN CENTER CAREER TRAINING,PRIVATE,7-BUS. NON-DEG,358,270.58,1194619.28
2012,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,195,176.33,624311.07
2005,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,243,214.0,993906.5
2014,7901,41256,U,2 yr Undergrad,CAREER SCHOOL OF NY INC,PRIVATE,7-BUS. NON-DEG,17,23.0,85122.0
2014,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,514,444.67,1659004.0
2016,7924,21760,U,2 yr Undergrad,CHERYL FELL'S SCHOOL OF BUSINESS,PRIVATE,7-BUS. NON-DEG,38,24.0,15058.25
2005,7886,32083,U,2 yr Undergrad,BROOKLYN INST OF BUSINESS TECH,PRIVATE,7-BUS. NON-DEG,220,189.0,886796.5
2013,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,247,227.17,834020.0
2014,7964,31814,U,2 yr Undergrad,MERKAZ BNOS,PRIVATE,7-BUS. NON-DEG,152,158.0,588094.5
2013,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,194,163.0,571997.51
2016,7937,31933,U,2 yr Undergrad,MANHATTAN SCHOOL OF COMPUTER TECH,PRIVATE,7-BUS. NON-DEG,255,200.25,693585.33
2014,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,831,753.5,2664324.75
2005,7850,379130,U,2 yr Undergrad,ROBERTS BUSINESS INST INC,PRIVATE,7-BUS. NON-DEG,146,89.0,407050.0
2016,7903,33283,U,2 yr Undergrad,FRANKLIN CAREER INSTITUTE,PRIVATE,7-BUS. NON-DEG,437,365.67,1332175.5
2016,7901,41256,U,2 yr Undergrad,CAREER SCHOOL OF NY INC,PRIVATE,7-BUS. NON-DEG,31,42.75,158841.0
2005,7880,22652,U,2 yr Undergrad,GLOBAL BUSINESS INSTITUTE,PRIVATE,7-BUS. NON-DEG,710,540.5,2290034.12
2013,7740,36523,U,2 yr Undergrad,METROPOLITAN LEARNING INSTITUTE,PRIVATE,7-BUS. NON-DEG,911,788.25,2740815.5
2000,1642,11677,U,2 yr Undergrad,MEM SLOAN-KETTERING CANCER CTR,PRIVATE,8-OTHER,5,4.5,4971.0
2001,515,22178,U,2 yr Undergrad,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,8-OTHER,10,5.5,19723.0
2000,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,8-OTHER,35,24.5,66538.25
2008,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,12,6.33,15167.69
2000,1640,5177,U,2 yr Undergrad,LONG ISLAND COL HOSP SCH XRAY TCH,PRIVATE,8-OTHER,10,6.0,15319.32
2000,1631,5176,U,2 yr Undergrad,GLENS FALLS HOSP SCH RAD TEC,PRIVATE,8-OTHER,3,2.5,4415.0
2001,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,8-OTHER,83,67.0,161315.01
2000,1645,11860,U,2 yr Undergrad,MERCY HOSPITAL SCH OF RADIOGRAPHY,PRIVATE,8-OTHER,1,1.0,2850.0
2000,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,12,8.75,16614.25
2000,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,27,21.67,56914.47
2005,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,8-OTHER,104,75.25,194188.25
2011,1650,5064,U,2 yr Undergrad,ST JAMES MERCY HOSP SCH XRAY TECH,PRIVATE,8-OTHER,10,9.5,14726.5
2000,1653,5066,U,2 yr Undergrad,ST LUKES SCHOOL RAD TECH,PRIVATE,8-OTHER,15,13.75,25945.25
2004,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,8-OTHER,131,94.92,265242.29
2006,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,8-OTHER,129,103.08,254569.38
2000,1668,11527,U,2 yr Undergrad,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,2,1.33,1040.01
2004,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,8-OTHER,38,24.0,42288.0
2005,210,6448,U,2 yr Undergrad,THE BELANGER SCHOOL OF NURSING,PRIVATE,8-OTHER,42,29.0,52027.0
2006,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,42,33.92,98041.08
2006,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,8-OTHER,32,20.75,36436.25
2006,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,26,9.83,31683.56
2000,1675,12045,U,2 yr Undergrad,CENTRAL SUFFOLK SCH RAD TECH,PRIVATE,8-OTHER,1,1.0,1330.0
2000,1650,5064,U,2 yr Undergrad,ST JAMES MERCY HOSP SCH XRAY TECH,PRIVATE,8-OTHER,11,10.5,17317.87
2008,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,1,1.0,3025.0
2008,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,27,26.0,68167.5
2000,1625,5072,U,2 yr Undergrad,UNITED HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,4,3.5,7471.0
2000,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,12,12.0,18855.22
2009,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,22,20.67,58506.0
2011,1550,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING TRIM,PRIVATE,8-OTHER,16,8.0,25051.05
2011,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,8,5.33,11011.0
2011,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,1,1.0,3720.0
2005,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,19,14.33,50034.36
2001,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,8-OTHER,127,99.25,202958.75
2000,1615,2823,U,2 yr Undergrad,ST JOHNS UNIV SCH RADIOGRAPHY,PRIVATE,8-OTHER,8,7.0,23187.0
2005,45,6438,U,2 yr Undergrad,PHILLIPS BETH ISRAEL SCH.NURSING,PRIVATE,8-OTHER,29,17.88,53052.13
2005,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,66,45.5,134534.25
2008,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,4,4.0,14069.0
2015,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,12,11.5,21296.0
2005,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,8-OTHER,105,85.5,230752.0
2003,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,8-OTHER,35,22.75,41623.5
2006,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,59,40.5,132524.0
2003,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,25,21.25,54545.75
2000,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,9,9.0,11966.5
2001,455,12203,U,2 yr Undergrad,MEMORIAL HOSPITAL SCHOOL NURSING,PRIVATE,8-OTHER,24,15.58,37867.13
2000,1677,11437,U,2 yr Undergrad,MONTEFIORE HOSP-RADIATION THERAPY,PRIVATE,8-OTHER,4,4.0,8950.0
2008,1550,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING TRIM,PRIVATE,8-OTHER,30,21.0,48139.76
2001,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,28,21.25,75524.75
2015,1551,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING SEM,PRIVATE,8-OTHER,15,12.5,31593.0
2003,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,28,13.5,37030.03
2011,1653,5066,U,2 yr Undergrad,ST LUKES SCHOOL RAD TECH,PRIVATE,8-OTHER,18,18.0,31347.0
2005,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,8-OTHER,123,68.75,177905.58
2000,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,7,7.0,9866.0
2009,1676,36513,U,2 yr Undergrad,ST. JOSEPHS MED CENTER- RAD TECH,PRIVATE,8-OTHER,4,4.0,15538.0
2009,1650,5064,U,2 yr Undergrad,ST JAMES MERCY HOSP SCH XRAY TECH,PRIVATE,8-OTHER,14,12.25,24127.6
2001,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,10,8.0,21148.0
2004,389,21187,U,2 yr Undergrad,LONG ISLAND COL HOSP NURSING,PRIVATE,8-OTHER,31,21.75,52549.0
2008,1668,11527,U,2 yr Undergrad,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,17,13.17,32543.34
2008,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,10,9.0,27431.5
2003,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,8-OTHER,158,121.08,268075.67
2013,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,7,6.5,15250.0
2003,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,37,25.67,66408.5
2013,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,11,11.0,18684.0
2013,1550,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING TRIM,PRIVATE,8-OTHER,13,8.0,19396.71
2000,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,1,0.33,467.33
2004,515,22178,U,2 yr Undergrad,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,8-OTHER,26,16.0,58341.5
2013,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,5,2.33,8054.34
2003,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,8-OTHER,105,91.0,260174.75
2009,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,29,13.0,38015.07
2003,389,21187,U,2 yr Undergrad,LONG ISLAND COL HOSP NURSING,PRIVATE,8-OTHER,50,34.25,94230.5
2015,1674,11617,U,2 yr Undergrad,NEW YORK METHODIST HOSPITAL,PRIVATE,8-OTHER,60,44.75,107711.5
2004,455,12203,U,2 yr Undergrad,MEMORIAL HOSPITAL SCHOOL NURSING,PRIVATE,8-OTHER,23,14.75,30872.25
2015,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,1,1.0,3381.0
2003,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,8-OTHER,28,16.5,35568.75
2004,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,8-OTHER,35,23.5,61855.0
2000,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,8-OTHER,31,21.75,48549.5
2013,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,19,14.75,43345.32
2003,515,22178,U,2 yr Undergrad,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,8-OTHER,19,12.25,47721.75
2012,1668,11527,U,2 yr Undergrad,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,1,0.67,1933.34
2000,389,21187,U,2 yr Undergrad,LONG ISLAND COL HOSP NURSING,PRIVATE,8-OTHER,9,5.25,15612.0
2009,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,15,14.0,33723.0
2011,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,4,4.0,7811.0
2004,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,8-OTHER,135,70.17,158697.62
2000,190,6445,U,2 yr Undergrad,CROUSE IRVING HOSP SCH OF NURSING,PRIVATE,8-OTHER,74,57.17,121051.85
2008,1631,5176,U,2 yr Undergrad,GLENS FALLS HOSP SCH RAD TEC,PRIVATE,8-OTHER,3,1.08,2575.08
2003,455,12203,U,2 yr Undergrad,MEMORIAL HOSPITAL SCHOOL NURSING,PRIVATE,8-OTHER,31,20.0,46273.25
2011,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,8,7.5,16992.5
2008,1640,5177,U,2 yr Undergrad,LONG ISLAND COL HOSP SCH XRAY TCH,PRIVATE,8-OTHER,11,8.25,19877.62
2010,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,23,15.17,28960.87
2008,1642,11677,U,2 yr Undergrad,MEM SLOAN-KETTERING CANCER CTR,PRIVATE,8-OTHER,3,2.0,1000.0
2005,389,21187,U,2 yr Undergrad,LONG ISLAND COL HOSP NURSING,PRIVATE,8-OTHER,62,43.75,158310.75
2011,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,11,10.0,9034.0
2005,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,8-OTHER,19,15.25,46927.5
2011,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,10,4.0,6696.35
2004,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,33,14.0,39861.4
2004,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,8-OTHER,36,23.75,46721.75
2004,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,23,17.25,49258.75
2004,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,8-OTHER,123,91.42,222350.24
2005,455,12203,U,2 yr Undergrad,MEMORIAL HOSPITAL SCHOOL NURSING,PRIVATE,8-OTHER,20,12.5,30757.5
2008,1653,5066,U,2 yr Undergrad,ST LUKES SCHOOL RAD TECH,PRIVATE,8-OTHER,18,17.5,42384.5
2004,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,54,35.83,105408.83
2005,515,22178,U,2 yr Undergrad,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,8-OTHER,18,14.25,47243.75
2008,1660,5867,U,2 yr Undergrad,WINTHROP HOSPITAL-RADIOGRAPHY,PRIVATE,8-OTHER,1,1.0,500.0
2004,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,8-OTHER,111,93.67,263143.13
2017,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,9,3.0,11760.67
2011,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,30,26.17,80420.38
2011,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,1,1.0,3025.0
2011,1668,11527,U,2 yr Undergrad,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,3,3.0,7849.32
2012,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,12,11.0,14153.0
2015,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,3,1.83,3761.83
2000,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,8,7.5,13635.0
2007,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,6,5.5,20418.0
2007,1631,5176,U,2 yr Undergrad,GLENS FALLS HOSP SCH RAD TEC,PRIVATE,8-OTHER,7,5.83,7485.01
2007,1640,5177,U,2 yr Undergrad,LONG ISLAND COL HOSP SCH XRAY TCH,PRIVATE,8-OTHER,10,5.67,19815.99
2007,1642,11677,U,2 yr Undergrad,MEM SLOAN-KETTERING CANCER CTR,PRIVATE,8-OTHER,1,0.5,250.0
2007,1650,5064,U,2 yr Undergrad,ST JAMES MERCY HOSP SCH XRAY TECH,PRIVATE,8-OTHER,20,18.83,36356.13
2007,1653,5066,U,2 yr Undergrad,ST LUKES SCHOOL RAD TECH,PRIVATE,8-OTHER,14,13.5,33839.0
2018,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,3,3.0,4024.99
2007,1668,11527,U,2 yr Undergrad,HARLEM HOSPITAL-RAD TECH,PRIVATE,8-OTHER,7,3.33,12105.34
2007,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,9,9.0,10900.0
2002,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,14,6.17,18493.51
2002,840,9248,U,2 yr Undergrad,SAMARITAN HOSP SCH OF NURSING,PRIVATE,8-OTHER,53,36.75,70954.25
2002,836,9479,U,2 yr Undergrad,ST PAUL'S SCH NURSING SI,PRIVATE,8-OTHER,18,14.0,42935.5
2002,765,6467,U,2 yr Undergrad,ST JOSEPH COL NUR AT ST JOS HOSP,PRIVATE,8-OTHER,144,108.75,254536.5
2014,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,4,3.25,4812.75
2002,745,6443,U,2 yr Undergrad,ST JOHN'S RIVERSIDE HOSP NURS,PRIVATE,8-OTHER,23,14.88,38115.79
2014,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,1,0.5,250.0
2014,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,4,2.38,5390.66
2002,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,8-OTHER,126,74.17,199416.97
2010,1620,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR RAD TECH 2YR,PRIVATE,8-OTHER,8,7.5,16343.0
2002,389,21187,U,2 yr Undergrad,LONG ISLAND COL HOSP NURSING,PRIVATE,8-OTHER,37,27.5,92791.5
2002,437,12364,U,2 yr Undergrad,ST PAUL'S SCH NURSING,PRIVATE,8-OTHER,26,18.5,52439.0
2002,455,12203,U,2 yr Undergrad,MEMORIAL HOSPITAL SCHOOL NURSING,PRIVATE,8-OTHER,28,20.25,55195.0
2002,515,22178,U,2 yr Undergrad,DOROTHEA HOPFER SCHOOL OF NURSING,PRIVATE,8-OTHER,17,10.0,31623.0
2000,287,10153,U,2 yr Undergrad,HELENE FULD SCHOOL REG NURSING,PRIVATE,8-OTHER,93,54.25,157840.89
2006,1690,6461,U,2 yr Undergrad,ST ELIZABETH HOSP SCHOOL RAD TECH,PRIVATE,8-OTHER,12,11.5,13102.0
2014,25,6435,U,4 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,19,13.75,40107.43
2014,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,17,6.58,17589.52
2000,25,6435,U,2 yr Undergrad,ARNOT OGDEN MED CTR NURSING 4YR,PRIVATE,8-OTHER,5,3.0,7791.83
2018,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,5,4.5,8369.98
2014,1551,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING SEM,PRIVATE,8-OTHER,17,12.75,45239.5
2002,710,6461,U,2 yr Undergrad,ST ELIZABETH COLLEGE OF NURSING,PRIVATE,8-OTHER,105,83.0,214497.25
2006,1676,36513,U,2 yr Undergrad,ST. JOSEPHS MED CENTER- RAD TECH,PRIVATE,8-OTHER,8,7.0,18129.5
2010,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,2,2.0,4611.0
2007,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,11,11.0,20412.0
2007,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,3,3.0,5158.0
2010,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,25,9.08,30424.44
2002,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,24,20.0,50234.0
2002,1550,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING TRIM,PRIVATE,8-OTHER,9,5.75,9668.72
2002,1580,2823,U,2 yr Undergrad,ST JOHNS UNIVERSITY PHYS ASSIST,PRIVATE,8-OTHER,1,0.5,1353.0
2010,1535,21579,U,2 yr Undergrad,ISABELLA GRAHAM HART SCH PRAC NUR,PRIVATE,8-OTHER,20,15.75,64268.03
2010,1550,21601,U,2 yr Undergrad,MARION S WHELAN PRAC NURSING TRIM,PRIVATE,8-OTHER,25,14.5,47053.81
2010,1606,5877,U,2 yr Undergrad,S NASSAU HOSP SCH OF RAD TECH,PRIVATE,8-OTHER,3,2.5,2647.5
2010,1607,21925,U,2 yr Undergrad,BELLEVUE HOSP SCH RADIOLOGIC TECH,PRIVATE,8-OTHER,5,3.0,11164.98
2010,1610,11614,U,2 yr Undergrad,CHAMPLAIN VALLEY SCH XRAY TECH,PRIVATE,8-OTHER,14,14.0,23724.0
2010,1640,5177,U,2 yr Undergrad,LONG ISLAND COL HOSP SCH XRAY TCH,PRIVATE,8-OTHER,7,5.67,10988.98
2007,844,9248,U,2 yr Undergrad,SAMARITAN HOSPITAL PRAC NURSING,PRIVATE,8-OTHER,20,9.83,27576.38
